"HID","UID","Name","CommonName","TaxID","Count","Rank","Group","Phylum","Class","Order","Family","Genus"
629836,504565,"Retropinna","Smelt",89572,320,"genus","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
605618,504565,"Retropinna retropinna","Common smelt",170203,2223,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
595795,504565,"Cheimarrichthys fosteri","Torrentfish",206139,773,"species","Fish","Chordata","Actinopteri","Uranoscopiformes","Cheimarrichthyidae","Cheimarrichthys"
605622,504565,"Gobiomorphus cotidianus","Common bully",226931,405,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
595798,504565,"Cyprinus rubrofuscus","Koi carp",1221224,2340,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
605621,504565,"Gobiomorphus cotidianus/basalis/dinae","Common/Cran/Dinahs bully",10000038,176,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605652,504566,"Anguilla australis","Shortfin eel",7940,132,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
607290,504566,"Carassius auratus","Goldfish",7957,190,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Carassius"
607313,504566,"Oncorhynchus mykiss","Rainbow trout",8022,9,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
629899,504566,"Salmo trutta","Brown trout",8032,65,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605640,504566,"Mugil cephalus","Grey mullet",48193,977,"species","Fish","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil"
605642,504566,"Scardinius erythrophthalmus","Rudd",58319,498,"species","Fish","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Scardinius"
607301,504566,"Anguilla dieffenbachii","Longfin eel",61127,73,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
605656,504566,"Galaxias maculatus","Inanga",61620,185,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
607266,504566,"Gobiomorphus","Bullies",86236,1936,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605635,504566,"Retropinna retropinna","Common smelt",170203,2246,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
605653,504566,"Cheimarrichthys fosteri","Torrentfish",206139,720,"species","Fish","Chordata","Actinopteri","Uranoscopiformes","Cheimarrichthyidae","Cheimarrichthys"
605638,504566,"Gobiomorphus cotidianus","Common bully",226931,313,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
595958,504566,"Cyprinus rubrofuscus","Koi carp",1221224,1779,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
605637,504566,"Gobiomorphus cotidianus/basalis/dinae","Common/Cran/Dinahs bully",10000038,147,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
596077,504567,"Anguilla australis","Shortfin eel",7940,123,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
660702,504567,"Pagrus","Breams",8172,115,"genus","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
596047,504567,"Gambusia affinis","Mosquitofish",33528,881,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
660699,504567,"Chelidonichthys","Smallscaled gurnards; sea robins; gurnards",33533,192,"genus","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
596088,504567,"Anguilla dieffenbachii","Longfin eel",61127,273,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
607394,504567,"Pagrus auratus","Snapper",75562,22,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
596079,504567,"Arripis","Kahawai",163128,19,"genus","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605689,504567,"Retropinna retropinna","Common smelt",170203,14,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
607401,504567,"Arripis trutta","Kahawai",270544,16,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605680,504567,"Seriola lalandi","Yellowtail kingfish",302047,26,"species","Fish","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola"
605676,504567,"Chelidonichthys kumu","Bluefin Gurnard",334942,524,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
596069,504567,"Cyprinus rubrofuscus","Koi carp",1221224,1244,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
596280,504568,"Anguilla australis","Shortfin eel",7940,1167,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
660724,504568,"Pagrus","Breams",8172,88,"genus","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
596281,504568,"Gambusia affinis","Mosquitofish",33528,888,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
660713,504568,"Chelidonichthys","Smallscaled gurnards; sea robins; gurnards",33533,408,"genus","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
607524,504568,"Scardinius erythrophthalmus","Rudd",58319,19,"species","Fish","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Scardinius"
607510,504568,"Pagrus auratus","Snapper",75562,271,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
660720,504568,"Galaxias argenteus","Giant kokopu",89553,194,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
596364,504568,"Arripis","Kahawai",163128,140,"genus","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
607529,504568,"Retropinna retropinna","Common smelt",170203,16,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
607511,504568,"Arripis trutta","Kahawai",270544,107,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
607537,504568,"Seriola lalandi","Yellowtail kingfish",302047,12,"species","Fish","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola"
605698,504568,"Chelidonichthys kumu","Bluefin Gurnard",334942,933,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
596362,504568,"Cyprinus rubrofuscus","Koi carp",1221224,544,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
607507,504568,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,185,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
596583,504569,"Anguilla australis","Shortfin eel",7940,362,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
660749,504569,"Pagrus","Breams",8172,41,"genus","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
596488,504569,"Gambusia affinis","Mosquitofish",33528,331,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
660753,504569,"Chelidonichthys","Smallscaled gurnards; sea robins; gurnards",33533,32,"genus","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
605712,504569,"Galaxias","Galaxiids",51242,164,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
596502,504569,"Anguilla dieffenbachii","Longfin eel",61127,204,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
607635,504569,"Galaxias maculatus","Inanga",61620,104,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
605709,504569,"Pagrus auratus","Snapper",75562,609,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
662195,504569,"Galaxias argenteus","Giant kokopu",89553,137,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
596550,504569,"Arripis","Kahawai",163128,45,"genus","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605716,504569,"Retropinna retropinna","Common smelt",170203,37,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
607613,504569,"Arripis trutta","Kahawai",270544,234,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605710,504569,"Chelidonichthys kumu","Bluefin Gurnard",334942,193,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
596594,504569,"Cyprinus rubrofuscus","Koi carp",1221224,741,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
607637,504569,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,76,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
662208,504570,"Anguilla","Eels",7935,82,"genus","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
596742,504570,"Anguilla australis","Shortfin eel",7940,463,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
596716,504570,"Gambusia affinis","Mosquitofish",33528,427,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
660800,504570,"Chelidonichthys","Smallscaled gurnards; sea robins; gurnards",33533,50,"genus","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
605734,504570,"Galaxias","Galaxiids",51242,24,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
605735,504570,"Scardinius erythrophthalmus","Rudd",58319,27,"species","Fish","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Scardinius"
596753,504570,"Anguilla dieffenbachii","Longfin eel",61127,213,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
607753,504570,"Galaxias maculatus","Inanga",61620,11,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
605742,504570,"Pagrus auratus","Snapper",75562,73,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
596832,504570,"Arripis","Kahawai",163128,67,"genus","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605731,504570,"Retropinna retropinna","Common smelt",170203,247,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
607728,504570,"Arripis trutta","Kahawai",270544,71,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605730,504570,"Chelidonichthys kumu","Bluefin Gurnard",334942,282,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
596847,504570,"Cyprinus rubrofuscus","Koi carp",1221224,617,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
607749,504570,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,16,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
596997,504571,"Anguilla australis","Shortfin eel",7940,651,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
596965,504571,"Gambusia affinis","Mosquitofish",33528,1077,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
605757,504571,"Galaxias","Galaxiids",51242,20,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
597004,504571,"Anguilla dieffenbachii","Longfin eel",61127,220,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
605752,504571,"Pagrus auratus","Snapper",75562,271,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
605756,504571,"Retropinna retropinna","Common smelt",170203,68,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
607845,504571,"Arripis trutta","Kahawai",270544,19,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
662215,504571,"Seriola lalandi","Yellowtail kingfish",302047,166,"species","Fish","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola"
605751,504571,"Chelidonichthys kumu","Bluefin Gurnard",334942,350,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
597016,504571,"Cyprinus rubrofuscus","Koi carp",1221224,1181,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
607829,504571,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,46,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
597216,504572,"Anguilla australis","Shortfin eel",7940,522,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
660850,504572,"Pagrus","Breams",8172,156,"genus","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
597194,504572,"Gambusia affinis","Mosquitofish",33528,531,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
660854,504572,"Chelidonichthys","Smallscaled gurnards; sea robins; gurnards",33533,133,"genus","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
605777,504572,"Anguilla dieffenbachii","Longfin eel",61127,66,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
605782,504572,"Pagrus auratus","Snapper",75562,139,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
605778,504572,"Galaxias argenteus","Giant kokopu",89553,30,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
597266,504572,"Arripis","Kahawai",163128,15,"genus","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605788,504572,"Retropinna retropinna","Common smelt",170203,6,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
608015,504572,"Arripis trutta","Kahawai",270544,107,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605779,504572,"Chelidonichthys kumu","Bluefin Gurnard",334942,241,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
597242,504572,"Cyprinus rubrofuscus","Koi carp",1221224,615,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
608041,504572,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,112,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
597438,504573,"Anguilla australis","Shortfin eel",7940,387,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
660881,504573,"Pagrus","Breams",8172,22,"genus","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
597433,504573,"Gambusia affinis","Mosquitofish",33528,187,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
662235,504573,"Anguilla reinhardtii","Speckled longfin eel",48165,126,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
605800,504573,"Anguilla dieffenbachii","Longfin eel",61127,44,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
608164,504573,"Galaxias maculatus","Inanga",61620,9,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
605801,504573,"Pagrus auratus","Snapper",75562,31,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
605803,504573,"Galaxias argenteus","Giant kokopu",89553,180,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
597444,504573,"Arripis","Kahawai",163128,122,"genus","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605794,504573,"Retropinna retropinna","Common smelt",170203,719,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
608138,504573,"Arripis trutta","Kahawai",270544,74,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605798,504573,"Chelidonichthys kumu","Bluefin Gurnard",334942,313,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
597452,504573,"Cyprinus rubrofuscus","Koi carp",1221224,1009,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
608153,504573,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,89,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
605819,504574,"Anguilla australis","Shortfin eel",7940,705,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
660910,504574,"Pagrus","Breams",8172,50,"genus","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
597640,504574,"Gambusia affinis","Mosquitofish",33528,348,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
660896,504574,"Chelidonichthys","Smallscaled gurnards; sea robins; gurnards",33533,717,"genus","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
597651,504574,"Anguilla dieffenbachii","Longfin eel",61127,285,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
608298,504574,"Pagrus auratus","Snapper",75562,45,"species","Fish","Chordata","Actinopteri","Spariformes","Sparidae","Pagrus"
605820,504574,"Galaxias argenteus","Giant kokopu",89553,221,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
597680,504574,"Arripis","Kahawai",163128,73,"genus","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605823,504574,"Retropinna retropinna","Common smelt",170203,27,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
608303,504574,"Arripis trutta","Kahawai",270544,22,"species","Fish","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
605813,504574,"Chelidonichthys kumu","Bluefin Gurnard",334942,891,"species","Fish","Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys"
597635,504574,"Cyprinus rubrofuscus","Koi carp",1221224,1418,"species","Fish","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus"
608306,504574,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,19,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
605837,504575,"Salmo trutta","Brown trout",8032,204,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
651807,504575,"Galaxias","Galaxiids",51242,285,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
597945,504575,"Anguilla dieffenbachii","Longfin eel",61127,709,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
651177,504575,"Galaxias brevipinnis","Koaro",66447,144,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
608406,504575,"Gobiomorphus","Bullies",86236,277,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
651175,504575,"Cheimarrichthys fosteri","Torrentfish",206139,346,"species","Fish","Chordata","Actinopteri","Uranoscopiformes","Cheimarrichthyidae","Cheimarrichthys"
605833,504575,"Gobiomorphus huttoni","Redfin bully",587584,579,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
598026,504576,"Salmo","Trout",8028,19,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605852,504576,"Salmo trutta","Brown trout",8032,1179,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605849,504576,"Anguilla dieffenbachii","Longfin eel",61127,163,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
608533,504576,"Gobiomorphus","Bullies",86236,468,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605853,504576,"Gobiomorphus huttoni","Redfin bully",587584,210,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
598188,504577,"Salmo","Trout",8028,14,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605863,504577,"Salmo trutta","Brown trout",8032,566,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
651821,504577,"Galaxias","Galaxiids",51242,41,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
598225,504577,"Anguilla dieffenbachii","Longfin eel",61127,124,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
608597,504577,"Gobiomorphus","Bullies",86236,977,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605862,504577,"Gobiomorphus huttoni","Redfin bully",587584,642,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
598301,504578,"Salmo","Trout",8028,39,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
608688,504578,"Salmo trutta","Brown trout",8032,92,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605895,504578,"Anguilla dieffenbachii","Longfin eel",61127,322,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
608684,504578,"Gobiomorphus","Bullies",86236,255,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605896,504578,"Gobiomorphus huttoni","Redfin bully",587584,223,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
598469,504579,"Salmo","Trout",8028,15,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
608757,504579,"Salmo trutta","Brown trout",8032,375,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605907,504579,"Galaxias","Galaxiids",51242,14,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
605905,504579,"Anguilla dieffenbachii","Longfin eel",61127,166,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
605904,504579,"Galaxias brevipinnis","Koaro",66447,36,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
608755,504579,"Gobiomorphus","Bullies",86236,663,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605902,504579,"Gobiomorphus huttoni","Redfin bully",587584,508,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605916,504580,"Salmo trutta","Brown trout",8032,195,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605917,504580,"Anguilla dieffenbachii","Longfin eel",61127,119,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
605919,504580,"Galaxias brevipinnis","Koaro",66447,58,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
608853,504580,"Gobiomorphus","Bullies",86236,223,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605913,504580,"Gobiomorphus huttoni","Redfin bully",587584,552,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
598719,504581,"Salmo","Trout",8028,6,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605927,504581,"Salmo trutta","Brown trout",8032,387,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
651856,504581,"Galaxias","Galaxiids",51242,343,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
598709,504581,"Anguilla dieffenbachii","Longfin eel",61127,219,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
608934,504581,"Galaxias brevipinnis","Koaro",66447,169,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
608929,504581,"Gobiomorphus","Bullies",86236,776,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
605928,504581,"Gobiomorphus huttoni","Redfin bully",587584,764,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
598796,504582,"Salmo","Trout",8028,25,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
605960,504582,"Salmo trutta","Brown trout",8032,595,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
598871,504582,"Anguilla dieffenbachii","Longfin eel",61127,575,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
605958,504582,"Galaxias brevipinnis","Koaro",66447,173,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
609033,504582,"Gobiomorphus","Bullies",86236,825,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
609073,504582,"Cheimarrichthys fosteri","Torrentfish",206139,208,"species","Fish","Chordata","Actinopteri","Uranoscopiformes","Cheimarrichthyidae","Cheimarrichthys"
605954,504582,"Gobiomorphus huttoni","Redfin bully",587584,1545,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
1819123,504583,"Anguilla","Eels",7935,70,"genus","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
1750795,504583,"Anguilla australis","Shortfin eel",7940,925,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
1819118,504583,"Oncorhynchus","Salmon/Trout",8016,163,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
1754859,504583,"Oncorhynchus mykiss","Rainbow trout",8022,99,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
1742148,504583,"Salmo","Trout",8028,18,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
1750797,504583,"Salmo trutta","Brown trout",8032,241,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
1750801,504583,"Galaxias","Galaxiids",51242,17,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
1742144,504583,"Anguilla dieffenbachii","Longfin eel",61127,1190,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
1759655,504583,"Geotria australis","Pouched lamprey",71168,76,"species","Fish","Chordata","Hyperoartia","Petromyzontiformes","Geotriidae","Geotria"
1754868,504583,"Gobiomorphus","Bullies",86236,51,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
1750798,504583,"Gobiomorphus huttoni","Redfin bully",587584,213,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
1750822,504584,"Anguilla australis","Shortfin eel",7940,583,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
1819132,504584,"Oncorhynchus","Salmon/Trout",8016,144,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
1750820,504584,"Oncorhynchus mykiss","Rainbow trout",8022,158,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
1742420,504584,"Salmo","Trout",8028,8,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
1754993,504584,"Salmo trutta","Brown trout",8032,305,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
1742381,504584,"Anguilla dieffenbachii","Longfin eel",61127,794,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
1759709,504584,"Geotria australis","Pouched lamprey",71168,14,"species","Fish","Chordata","Hyperoartia","Petromyzontiformes","Geotriidae","Geotria"
