"HID","UID","Name","CommonName","TaxID","Count","Rank","Group","Phylum","Class","Order","Family","Genus"
14614735,100038,"Oncorhynchus mykiss","Rainbow trout",8022,8,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
14614671,100038,"Anguilla dieffenbachii","Longfin eel",61127,759,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614306,100038,"Gobiomorphus","Bullies",86236,1430,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14619458,100038,"Gobiomorphus cotidianus","Common bully",226931,32,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14614330,100038,"Polyprion oxygeneios","Hapuku; groper",334912,197,"species","Fish","Chordata","Actinopteri","Acropomatiformes","Polyprionidae","Polyprion"
14618815,100039,"Anguilla","Eels",7935,31,"genus","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614920,100039,"Anguilla dieffenbachii","Longfin eel",61127,41,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614310,100039,"Gobiomorphus","Bullies",86236,767,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14614419,100040,"Anguilla dieffenbachii","Longfin eel",61127,211,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614313,100040,"Gobiomorphus","Bullies",86236,425,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14619477,100040,"Gobiomorphus cotidianus","Common bully",226931,325,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14614443,100041,"Anguilla dieffenbachii","Longfin eel",61127,482,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614316,100041,"Gobiomorphus","Bullies",86236,1815,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14619488,100041,"Gobiomorphus cotidianus","Common bully",226931,97,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14615821,100042,"Anguilla australis","Shortfin eel",7940,9,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614481,100042,"Anguilla dieffenbachii","Longfin eel",61127,394,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614321,100042,"Gobiomorphus","Bullies",86236,1273,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14619492,100042,"Gobiomorphus cotidianus","Common bully",226931,34,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14614517,100043,"Anguilla dieffenbachii","Longfin eel",61127,261,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
14614527,100043,"Gobiomorphus","Bullies",86236,231,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
14619499,100043,"Gobiomorphus cotidianus","Common bully",226931,345,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512630,100061,"Galaxias","Galaxiids",51242,19,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512459,100061,"Anguilla dieffenbachii","Longfin eel",61127,509,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512456,100061,"Gobiomorphus","Bullies",86236,492,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20513304,100061,"Gobiomorphus hubbsi","Bluegilled bully",86237,306,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512816,100061,"Retropinna","Smelt",89572,93,"genus","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
20512622,100061,"Retropinna retropinna","Common smelt",170203,182,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
20513329,100061,"Gobiomorphus cotidianus","Common bully",226931,332,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512619,100061,"Gobiomorphus huttoni","Redfin bully",587584,7571,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512833,100062,"Galaxias","Galaxiids",51242,254,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512491,100062,"Anguilla dieffenbachii","Longfin eel",61127,285,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512487,100062,"Gobiomorphus","Bullies",86236,402,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512651,100062,"Galaxias fasciatus","Banded kokopu",89555,45,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512832,100062,"Retropinna","Smelt",89572,234,"genus","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
20512500,100062,"Retropinna retropinna","Common smelt",170203,10,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
20513381,100062,"Gobiomorphus cotidianus","Common bully",226931,1241,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512647,100062,"Gobiomorphus huttoni","Redfin bully",587584,9589,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512828,100062,"Gobiomorphus cotidianus/basalis/dinae","Common/Cran/Dinahs bully",10000038,209,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512695,100065,"Anguilla australis","Shortfin eel",7940,81,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512696,100065,"Galaxias","Galaxiids",51242,333,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512522,100065,"Anguilla dieffenbachii","Longfin eel",61127,808,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512849,100065,"Galaxias brevipinnis","Koaro",66447,306,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512526,100065,"Gobiomorphus","Bullies",86236,88,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512528,100065,"Galaxias fasciatus","Banded kokopu",89555,530,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512692,100065,"Gobiomorphus huttoni","Redfin bully",587584,4460,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512730,100066,"Galaxias","Galaxiids",51242,26,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512546,100066,"Anguilla dieffenbachii","Longfin eel",61127,928,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512866,100066,"Galaxias brevipinnis","Koaro",66447,676,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512551,100066,"Gobiomorphus","Bullies",86236,174,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512711,100066,"Galaxias fasciatus","Banded kokopu",89555,229,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512712,100066,"Retropinna retropinna","Common smelt",170203,77,"species","Fish","Chordata","Actinopteri","Osmeriformes","Retropinnidae","Retropinna"
20512710,100066,"Gobiomorphus huttoni","Redfin bully",587584,2285,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512584,100067,"Anguilla australis","Shortfin eel",7940,237,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512746,100067,"Anguilla dieffenbachii","Longfin eel",61127,34,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512872,100067,"Gobiomorphus","Bullies",86236,109,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512747,100067,"Galaxias fasciatus","Banded kokopu",89555,191,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512735,100067,"Gobiomorphus huttoni","Redfin bully",587584,9553,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512593,100068,"Anguilla australis","Shortfin eel",7940,500,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512758,100068,"Galaxias","Galaxiids",51242,53,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512752,100068,"Anguilla dieffenbachii","Longfin eel",61127,290,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512882,100068,"Galaxias brevipinnis","Koaro",66447,367,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512594,100068,"Gobiomorphus","Bullies",86236,417,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512596,100068,"Galaxias fasciatus","Banded kokopu",89555,1469,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512750,100068,"Gobiomorphus huttoni","Redfin bully",587584,15028,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512776,100069,"Galaxias","Galaxiids",51242,698,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512600,100069,"Anguilla dieffenbachii","Longfin eel",61127,1981,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512893,100069,"Galaxias brevipinnis","Koaro",66447,601,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512895,100069,"Gobiomorphus huttoni","Redfin bully",587584,1203,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512615,100070,"Anguilla australis","Shortfin eel",7940,5,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20512789,100070,"Galaxias","Galaxiids",51242,299,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512787,100070,"Anguilla dieffenbachii","Longfin eel",61127,470,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
20513052,100070,"Galaxias brevipinnis","Koaro",66447,243,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512613,100070,"Gobiomorphus","Bullies",86236,6,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20512794,100070,"Galaxias fasciatus","Banded kokopu",89555,156,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
20512795,100070,"Gobiomorphus huttoni","Redfin bully",587584,1186,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
20514123,100074,"Gobiomorphus huttoni","Redfin bully",587584,4869,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
26360713,100322,"Anguilla australis","Shortfin eel",7940,193,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
26360723,100322,"Galaxias","Galaxiids",51242,100,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360714,100322,"Anguilla dieffenbachii","Longfin eel",61127,998,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
26360724,100322,"Galaxias fasciatus","Banded kokopu",89555,656,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360840,100324,"Anguilla australis","Shortfin eel",7940,622,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
26360769,100325,"Anguilla","Eels",7935,18,"genus","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
26360767,100325,"Anguilla australis","Shortfin eel",7940,249,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
26360770,100325,"Galaxias","Galaxiids",51242,285,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360761,100325,"Anguilla dieffenbachii","Longfin eel",61127,3846,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
26360853,100325,"Galaxias argenteus","Giant kokopu",89553,103,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360781,100325,"Galaxias fasciatus","Banded kokopu",89555,1640,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360804,100326,"Galaxias","Galaxiids",51242,464,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360793,100326,"Anguilla dieffenbachii","Longfin eel",61127,1385,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
26360863,100326,"Galaxias argenteus","Giant kokopu",89553,1937,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360797,100326,"Galaxias fasciatus","Banded kokopu",89555,578,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
26360790,100326,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,194,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
37158411,100717,"Anguilla australis","Shortfin eel",7940,730,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
37158352,100717,"Gambusia affinis","Mosquitofish",33528,11846,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
37158437,100717,"Gobiomorphus","Bullies",86236,1265,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
37159129,100717,"Gobiomorphus cotidianus","Common bully",226931,910,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
37159106,100717,"Gobiomorphus cotidianus/basalis/dinae","Common/Cran/Dinahs bully",10000038,801,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
37158717,100718,"Anguilla australis","Shortfin eel",7940,315,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
37159044,100718,"Gambusia","Gambusia; Mosquitofish",33527,35,"genus","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
37158672,100718,"Gambusia affinis","Mosquitofish",33528,10723,"species","Fish","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia"
37158775,100718,"Gobiomorphus","Bullies",86236,1372,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
37159142,100718,"Gobiomorphus cotidianus","Common bully",226931,989,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
37159108,100718,"Gobiomorphus cotidianus/basalis/dinae","Common/Cran/Dinahs bully",10000038,1210,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
46100328,101231,"Galaxias","Galaxiids",51242,24684,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
46100285,101231,"Galaxias brevipinnis","Koaro",66447,24397,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
46100283,101231,"Geotria australis","Pouched lamprey",71168,3506,"species","Fish","Chordata","Hyperoartia","Petromyzontiformes","Geotriidae","Geotria"
46100326,101231,"Galaxias fasciatus","Banded kokopu",89555,24341,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
46100286,101231,"Galaxias postvectis","Shortjaw kokopu",89561,6146,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
46100327,101231,"Galaxias argenteus/postvectis","Giant or shortjaw kokopu",10000004,2357,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
79003244,103029,"Anguilla australis","Shortfin eel",7940,501,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
79010412,103029,"Galaxias","Galaxiids",51242,20,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
79006316,103029,"Anguilla dieffenbachii","Longfin eel",61127,268,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
79006313,103029,"Gobiomorphus","Bullies",86236,1837,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
79003243,103029,"Galaxias fasciatus","Banded kokopu",89555,899,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
78937819,103029,"Gobiomorphus huttoni","Redfin bully",587584,7514,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
168968664,107452,"Salmo","Trout",8028,352,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
169077946,107452,"Salmo trutta","Brown trout",8032,3557,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
169077952,107452,"Galaxias","Galaxiids",51242,302,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
168968658,107452,"Anguilla dieffenbachii","Longfin eel",61127,5285,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
169083601,107452,"Gobiomorphus","Bullies",86236,15206,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
168968655,107452,"Gobiomorphus breviceps","Upland bully",300741,24138,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
169083630,107452,"Galaxias sp. D/sp. southern/Pomahaka","Southern, Clutha, Pomahaka or Taieri flathead galaxias",10000018,68,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
168969909,107453,"Salmo","Trout",8028,326,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
169077964,107453,"Salmo trutta","Brown trout",8032,5975,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
169077972,107453,"Galaxias","Galaxiids",51242,87,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
168969899,107453,"Anguilla dieffenbachii","Longfin eel",61127,5045,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
169083659,107453,"Gobiomorphus","Bullies",86236,28139,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
168969908,107453,"Gobiomorphus breviceps","Upland bully",300741,25514,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
169083675,107453,"Galaxias sp. D/sp. southern/Pomahaka","Southern, Clutha, Pomahaka or Taieri flathead galaxias",10000018,306,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
230956055,108157,"Anguilla","Eels",7935,1146,"genus","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
230956046,108157,"Galaxias","Galaxiids",51242,213010,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
230812540,108157,"Anguilla dieffenbachii","Longfin eel",61127,21497,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
230959033,108157,"Galaxias brevipinnis","Koaro",66447,2135,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
231350217,108157,"Galaxias gollumoides","Gollum galaxias",126305,19775,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
3607375,400026,"Anguilla australis","Shortfin eel",7940,6582,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
3608050,400026,"Galaxias fasciatus","Banded kokopu",89555,46,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
21825310,400160,"Anguilla","Eels",7935,62,"genus","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
21825121,400160,"Anguilla australis","Shortfin eel",7940,6003,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
21825128,400160,"Anguilla dieffenbachii","Longfin eel",61127,390,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
21825313,400160,"Gobiomorphus","Bullies",86236,619,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
21825129,400160,"Gobiomorphus mataraerore","Kaharore bully",2872016,996,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
21825203,400167,"Anguilla australis","Shortfin eel",7940,2952,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
21825246,400167,"Gobiomorphus mataraerore","Kaharore bully",2872016,111,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
16450155,400172,"Gobiomorphus mataraerore","Kaharore bully",2872016,862,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
16451002,400173,"Salmo","Trout",8028,6,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
16450219,400173,"Salmo trutta","Brown trout",8032,959,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
16450282,400173,"Anguilla dieffenbachii","Longfin eel",61127,137,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
16450291,400173,"Gobiomorphus","Bullies",86236,28,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
16450250,400173,"Gobiomorphus mataraerore","Kaharore bully",2872016,1397,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
6068495,400175,"Galaxias","Galaxiids",51242,3274,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
6067579,400175,"Galaxias brevipinnis","Koaro",66447,3385,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
6069071,400176,"Galaxias brevipinnis","Koaro",66447,874,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
6070133,400177,"Oncorhynchus","Salmon/Trout",8016,458,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
6067769,400177,"Oncorhynchus mykiss","Rainbow trout",8022,845,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
6070099,400177,"Salmo","Trout",8028,232,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
6067765,400177,"Salmo trutta","Brown trout",8032,1264,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
6068507,400177,"Galaxias","Galaxiids",51242,1160,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
6067764,400177,"Galaxias brevipinnis","Koaro",66447,1722,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
6068545,400178,"Oncorhynchus","Salmon/Trout",8016,25,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
6070210,400178,"Salmo","Trout",8028,720,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
6067806,400178,"Salmo trutta","Brown trout",8032,5899,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
6067845,400178,"Anguilla dieffenbachii","Longfin eel",61127,5,"species","Fish","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla"
6067830,400178,"Oncorhynchus tshawytscha","Chinook salmon; King salmon",74940,20,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
6067819,400178,"Gobiomorphus","Bullies",86236,308,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
6069152,400178,"Gobiomorphus cotidianus","Common bully",226931,111,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
6068663,400178,"Gobiomorphus cotidianus/basalis/dinae","Common/Cran/Dinahs bully",10000038,16,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
6069234,400179,"Oncorhynchus","Salmon/Trout",8016,66,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
6070518,400179,"Salmo","Trout",8028,665,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
6067906,400179,"Salmo trutta","Brown trout",8032,5129,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
6067931,400179,"Oncorhynchus tshawytscha","Chinook salmon; King salmon",74940,93,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
6069270,400179,"Gobiomorphus cotidianus","Common bully",226931,89,"species","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
6068675,400179,"Gobiomorphus cotidianus/basalis/dinae","Common/Cran/Dinahs bully",10000038,59,"genus","Fish","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus"
5074919,400180,"Salmo","Trout",8028,62,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5070932,400180,"Salmo trutta","Brown trout",8032,3846,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5071843,400180,"Galaxias","Galaxiids",51242,74,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
5072065,400180,"Galaxias brevipinnis","Koaro",66447,317,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
5075054,400181,"Salmo","Trout",8028,54,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5071036,400181,"Salmo trutta","Brown trout",8032,3759,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5071846,400181,"Galaxias","Galaxiids",51242,164,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
5072079,400181,"Galaxias brevipinnis","Koaro",66447,577,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
5071065,400185,"Salmo trutta","Brown trout",8032,556,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5073531,400186,"Salmo trutta","Brown trout",8032,147,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5071890,400187,"Oncorhynchus","Salmon/Trout",8016,19,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus"
5075436,400187,"Salmo","Trout",8028,129,"genus","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5071182,400187,"Salmo trutta","Brown trout",8032,3653,"species","Fish","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
5071881,400187,"Galaxias","Galaxiids",51242,578,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
5071183,400187,"Galaxias brevipinnis","Koaro",66447,853,"species","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
6068596,400190,"Galaxias","Galaxiids",51242,244,"genus","Fish","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias"
